article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
15696449,Acute renal insufficiency after high-dose melphalan in patients with primary systemic amyloidosis during stem cell transplantation.,"BACKGROUND: Patients with primary systemic amyloidosis (AL) have a poor prognosis. Median survival time from standard treatments is only 17 months. High-dose intravenous melphalan followed by peripheral blood stem cell transplant (PBSCT) appears to be the most promising therapy, but treatment mortality can be high. The authors have noted the development of acute renal insufficiency immediately after melphalan conditioning. This study was undertaken to further examine its risk factors and impact on posttransplant mortality. METHODS: Consecutive AL patients who underwent PBSCT were studied retrospectively. Acute renal insufficiency (ARI) after high-dose melphalan was defined by a minimum increase of 0.5 mg/dL (44 micromol/L) in the serum creatinine level that is greater than 50% of baseline immediately after conditioning. Urine sediment score was the sum of the individual types of sediment identified on urine microscopy. RESULTS: Of the 80 patients studied, ARI developed in 18.8% of the patients after high-dose melphalan. Univariate analysis identified age, hypoalbuminemia, heavy proteinuria, diuretic use, and urine sediment score (>3) as risk factors. Age and urine sediment score remained independently significant risk factors in the multivariate analysis. Patients who had ARI after high-dose melphalan underwent dialysis more often (P = 0.007), and had a worse 1-year survival (P = 0.03). CONCLUSION: The timing of renal injury strongly suggests melphalan as the causative agent. Ongoing tubular injury may be a prerequisite for renal injury by melphalan as evidenced by the active urinary sediment. Development of ARI adversely affected the outcome after PBSCT. Effective preventive measures may help decrease the treatment mortality of PBSCT in AL patients.","['melphalan', 'melphalan', 'melphalan', 'melphalan', 'creatinine', 'melphalan', 'melphalan', 'melphalan', 'melphalan']","['Acute renal insufficiency', 'primary systemic amyloidosis', 'primary systemic amyloidosis', 'AL', 'acute renal insufficiency', 'AL', 'Acute renal insufficiency', 'ARI', 'ARI', 'hypoalbuminemia', 'proteinuria', 'ARI', 'renal injury', 'tubular injury', 'renal injury', 'ARI', 'AL']","['42', '302', '535', '792', '878', '1157', '1445', '1599', '1698']","['51', '311', '544', '801', '888', '1166', '1454', '1608', '1707']","['0', '69', '158', '188', '491', '682', '744', '771', '1102', '1204', '1227', '1425', '1568', '1641', '1682', '1768', '1900']","['25', '97', '186', '190', '516', '684', '769', '774', '1105', '1219', '1238', '1428', '1580', '1655', '1694', '1771', '1902']","['D008558', 'D008558', 'D008558', 'D008558', 'D003404', 'D008558', 'D008558', 'D008558', 'D008558']","['D058186', 'C531616', 'C531616', 'D000686', 'D058186', 'D000686', 'D058186', 'D058186', 'D058186', 'D034141', 'D011507', 'D058186', 'D058186', '-1', 'D058186', 'D058186', 'D000686']",['D008558'],['D058186']
17554526,Impaired fear recognition in regular recreational cocaine users.,"INTRODUCTION: The ability to read facial expressions is essential for normal human social interaction. The aim of the present study was to conduct the first investigation of facial expression recognition performance in recreational cocaine users. MATERIALS AND METHODS: Three groups, comprised of 21 cocaine naive participants (CN),  30 occasional cocaine (OC), and 48 regular recreational cocaine (RC) users, were compared. An emotional facial expression (EFE) task consisting of a male and female face expressing six basic emotions (happiness, surprise, sadness, anger, fear, and disgust) was administered. Mean percent accuracy and latencies for correct responses across eight presentations of each basic emotion were derived. Participants were also assessed with the ""Eyes task"" to investigate their ability to recognize more complex emotional states and the Symptom CheckList-90-Revised to measure psychopathology. RESULTS: There were no group differences in psychopathology or ""eyes task"" performance, but the RC group, who otherwise had similar illicit substance use histories to the OC group, exhibited impaired fear recognition accuracy compared to the OC and CN groups. The RC group also correctly identified anger, fear, happiness, and surprise, more slowly than CN, but not OC participants. The OC group was slower than CN when correctly identifying disgust. The selective deficit in fear recognition accuracy manifested by the RC group cannot be explained by the subacute effects of cocaine, or ecstasy, because recent and less recent users of these drugs within this group were similarly impaired. Possible parallels between RC users and psychopaths with respect to impaired fear recognition, amygdala dysfunction, and etiology are discussed.","['cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'ecstasy']","['Impaired fear recognition', 'impaired fear recognition', 'deficit in fear recognition', 'psychopaths', 'impaired fear recognition', 'amygdala dysfunction']","['50', '297', '365', '413', '455', '1561', '1573']","['57', '304', '372', '420', '462', '1568', '1580']","['0', '1176', '1450', '1717', '1745', '1772']","['25', '1201', '1477', '1728', '1770', '1792']","['D003042', 'D003042', 'D003042', 'D003042', 'D003042', 'D003042', 'D018817']","['D001925', 'D001925', 'D001925', 'D001523', 'D001925', '-1']",['D003042'],['D001925']
17721298,Corneal ulcers associated with aerosolized crack cocaine use.,"PURPOSE: We report 4 cases of corneal ulcers associated with drug abuse. The pathogenesis of these ulcers and management of these patients are also reviewed. METHODS: Review of all cases of corneal ulcers associated with drug abuse seen at our institution from July 2006 to December 2006. RESULTS: Four patients with corneal ulcers associated with crack cocaine use were reviewed. All corneal ulcers were cultured, and the patients were admitted to the hospital for intensive topical antibiotic treatment. Each patient received comprehensive health care, including medical and substance abuse consultations. Streptococcal organisms were found in 3 cases and Capnocytophaga and Brevibacterium casei in 1 patient. The infections responded to antibiotic treatment. Two patients needed a lateral tarsorrhaphy for persistent epithelial defects. CONCLUSIONS: Aerosolized crack cocaine use can be associated with the development of corneal ulcers. Drug abuse provides additional challenges for management. Not only treatment of their infections but also the overall poor health of the patients and increased risk of noncompliance need to be addressed. Comprehensive care may provide the patient the opportunity to discontinue their substance abuse, improve their overall health, and prevent future corneal complications.","['crack cocaine', 'crack cocaine', 'crack cocaine']","['Corneal ulcers', 'corneal ulcers', 'drug abuse', 'ulcers', 'corneal ulcers', 'drug abuse', 'corneal ulcers', 'corneal ulcers', 'substance abuse', 'infections', 'epithelial defects', 'corneal ulcers', 'Drug abuse', 'infections', 'substance abuse']","['43', '410', '927']","['56', '423', '940']","['0', '92', '123', '161', '252', '283', '379', '447', '639', '778', '882', '987', '1003', '1089', '1287']","['14', '106', '133', '167', '266', '293', '393', '461', '654', '788', '900', '1001', '1013', '1099', '1302']","['D016578', 'D016578', 'D016578']","['D003320', 'D003320', 'D019966', 'D014456', 'D003320', 'D019966', 'D003320', 'D003320', 'D019966', 'D007239', '-1', 'D003320', 'D019966', 'D007239', 'D019966']",['D016578'],['D003320']
18341442,Levetiracetam as an adjunct to phenobarbital treatment in cats with suspected idiopathic epilepsy.,"OBJECTIVE: To assess pharmacokinetics, efficacy, and tolerability of oral levetiracetam administered as an adjunct to phenobarbital treatment in cats with poorly controlled suspected idiopathic epilepsy. DESIGN-Open-label, noncomparative clinical trial. ANIMALS: 12 cats suspected to have idiopathic epilepsy that was poorly controlled with phenobarbital or that had unacceptable adverse effects when treated with phenobarbital. PROCEDURES: Cats were treated with levetiracetam (20 mg/kg [9.1 mg/lb], PO, q 8 h). After a minimum of 1 week of treatment, serum levetiracetam concentrations were measured before and 2, 4, and 6 hours after drug administration, and maximum and minimum serum concentrations and elimination half-life were calculated. Seizure frequencies before and after initiation of levetiracetam treatment were compared, and adverse effects were recorded. RESULTS: Median maximum serum levetiracetam concentration was 25.5 microg/mL, median minimum serum levetiracetam concentration was 8.3 microg/mL, and median elimination half-life was 2.9 hours. Median seizure frequency prior to treatment with levetiracetam (2.1 seizures/mo) was significantly higher than median seizure frequency after initiation of levetiracetam treatment (0.42 seizures/mo), and 7 of 10 cats were classified as having responded to levetiracetam treatment (ie, reduction in seizure frequency of >or=50%). Two cats had transient lethargy and inappetence. CONCLUSIONS AND CLINICAL RELEVANCE: Results suggested that levetiracetam is well tolerated in cats and may be useful as an adjunct to phenobarbital treatment in cats with idiopathic epilepsy.","['Levetiracetam', 'phenobarbital', 'levetiracetam', 'phenobarbital', 'phenobarbital', 'phenobarbital', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'levetiracetam', 'phenobarbital']","['idiopathic epilepsy', 'idiopathic epilepsy', 'idiopathic epilepsy', 'Seizure', 'seizure', 'seizures', 'seizure', 'seizures', 'seizure', 'lethargy', 'inappetence', 'idiopathic epilepsy']","['0', '31', '173', '217', '440', '513', '563', '658', '896', '1000', '1069', '1213', '1320', '1420', '1601', '1676']","['13', '44', '186', '230', '453', '526', '576', '671', '909', '1013', '1082', '1226', '1333', '1433', '1614', '1689']","['78', '282', '388', '845', '1171', '1232', '1282', '1350', '1462', '1516', '1529', '1713']","['97', '301', '407', '852', '1178', '1240', '1289', '1358', '1469', '1524', '1540', '1732']","['C026098', 'D010634', 'C026098', 'D010634', 'D010634', 'D010634', 'C026098', 'C026098', 'C026098', 'C026098', 'C026098', 'C026098', 'C026098', 'C026098', 'C026098', 'D010634']","['C562694', 'C562694', 'C562694', 'D012640', 'D012640', 'D012640', 'D012640', 'D012640', 'D012640', 'D053609', '-1', 'C562694']",['C026098'],['D053609']
19681452,Bilateral haemorrhagic infarction of the globus pallidus after cocaine and alcohol intoxication.,"Cocaine is a risk factor for both ischemic and haemorrhagic stroke. We present the case of a 31-year-old man with bilateral ischemia of the globus pallidus after excessive alcohol and intranasal cocaine use. Drug-related globus pallidus infarctions are most often associated with heroin. Bilateral basal ganglia infarcts after the use of cocaine, without concurrent heroin use, have never been reported. In our patient, transient cardiac arrhythmia or respiratory dysfunction related to cocaine and/or ethanol use were the most likely causes of cerebral hypoperfusion.","['cocaine', 'alcohol', 'Cocaine', 'alcohol', 'cocaine', 'heroin', 'cocaine', 'heroin', 'cocaine', 'ethanol']","['haemorrhagic infarction of the globus pallidus', 'ischemic and haemorrhagic stroke', 'ischemia of the globus pallidus', 'globus pallidus infarctions', 'basal ganglia infarcts', 'cardiac arrhythmia', 'respiratory dysfunction', 'cerebral hypoperfusion']","['63', '75', '97', '269', '292', '377', '435', '463', '584', '599']","['70', '82', '104', '276', '299', '383', '442', '469', '591', '606']","['10', '131', '221', '318', '395', '527', '549', '642']","['56', '163', '252', '345', '417', '545', '572', '664']","['D003042', 'D000431', 'D003042', 'D000431', 'D003042', 'D003932', 'D003042', 'D003932', 'D003042', 'D000431']","['D002543|D020520', 'D002544|D020521', 'D002545', 'D020520', 'D020520', 'D001145', 'D012131', '-1']","['D003932', 'D003042', 'D000431', 'D000431']","['D020520', 'D002545', 'D002544', 'D020521']"
20009434,Acute renal failure after high-dose methotrexate therapy in a patient with ileostomy.,"High-dose methotrexate (HD-MTX) is an important treatment for Burkitt lymphoma, but can cause hepatic and renal toxicity when its clearance is delayed. We report a case of acute renal failure after HD-MTX therapy in a patient with ileostomy, The patient was a 3-year-old boy who had received a living-related liver transplantation for congenital biliary atresia. At day 833 after the transplantation, he was diagnosed with PTLD (post-transplantation lymphoproliferative disorder, Burkitt-type malignant lymphoma). During induction therapy, he suffered ileal perforation and ileostomy was performed. Subsequent HD-MTX therapy caused acute renal failure that required continuous hemodialysis. We supposed that intravascular hypovolemia due to substantial drainage from the ileostoma caused acute prerenal failure. After recovery of his renal function, we could safely treat the patient with HD-MTX therapy by controlling drainage from ileostoma with total parenteral nutrition.","['methotrexate', 'methotrexate', 'MTX', 'MTX', 'MTX', 'MTX']","['Acute renal failure', 'Burkitt lymphoma', 'hepatic and renal toxicity', 'acute renal failure', 'biliary atresia', 'PTLD', 'post-transplantation lymphoproliferative disorder', 'Burkitt-type malignant lymphoma', 'acute renal failure', 'hypovolemia', 'acute prerenal failure']","['36', '96', '113', '287', '699', '978']","['48', '108', '116', '290', '702', '981']","['0', '148', '180', '258', '432', '509', '515', '566', '718', '808', '874']","['19', '164', '206', '277', '447', '513', '564', '597', '737', '819', '896']","['D008727', 'D008727', 'D008727', 'D008727', 'D008727', 'D008727']","['D058186', 'D002051', 'D056486|D007674', 'D058186', 'D001656', 'D008232', 'D008232', 'D002051', 'D058186', 'D020896', '-1']",['D008727'],['D058186']
20431083,"Antithrombotic drug use, cerebral microbleeds, and intracerebral hemorrhage: a systematic review of published and unpublished studies.","BACKGROUND AND PURPOSE: Cerebral microbleeds (MB) are potential risk factors for intracerebral hemorrhage (ICH), but it is unclear if they are a contraindication to using antithrombotic drugs. Insights could be gained by pooling data on MB frequency stratified by antithrombotic use in cohorts with ICH and ischemic stroke (IS)/transient ischemic attack (TIA). METHODS: We performed a systematic review of published and unpublished data from cohorts with stroke or TIA to compare the presence of MB in: (1) antithrombotic users vs nonantithrombotic users with ICH; (2) antithrombotic users vs nonusers with IS/TIA; and (3) ICH vs ischemic events stratified by antithrombotic use. We also analyzed published and unpublished follow-up data to determine the risk of ICH in antithrombotic users with MB. RESULTS: In a pooled analysis of 1460 ICH and 3817 IS/TIA, MB were more frequent in ICH vs IS/TIA in all treatment groups, but the excess increased from 2.8 (odds ratio; range, 2.3-3.5) in nonantithrombotic users to 5.7 (range, 3.4-9.7) in antiplatelet users and 8.0 (range, 3.5-17.8) in warfarin users (P difference=0.01). There was also an excess of MB in warfarin users vs nonusers with ICH (OR, 2.7; 95% CI, 1.6-4.4; P<0.001) but none in warfarin users with IS/TIA (OR, 1.3; 95% CI, 0.9-1.7; P=0.33; P difference=0.01). There was a smaller excess of MB in antiplatelet users vs nonusers with ICH (OR, 1.7; 95% CI, 1.3-2.3; P<0.001), but findings were similar for antiplatelet users with IS/TIA (OR, 1.4; 95% CI, 1.2-1.7; P<0.001; P difference=0.25). In pooled follow-up data for 768 antithrombotic users, presence of MB at baseline was associated with a substantially increased risk of subsequent ICH (OR, 12.1; 95% CI, 3.4-42.5; P<0.001). CONCLUSIONS: The excess of MB in warfarin users with ICH compared to other groups suggests that MB increase the risk of warfarin-associated ICH. Limited prospective data corroborate these findings, but larger prospective studies are urgently required.","['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']","['cerebral microbleeds', 'intracerebral hemorrhage', 'Cerebral microbleeds', 'MB', 'intracerebral hemorrhage', 'ICH', 'MB', 'ICH', 'ischemic stroke', 'IS', 'transient ischemic attack', 'TIA', 'stroke', 'TIA', 'MB', 'ICH', 'IS', 'TIA', 'ICH', 'ischemic', 'ICH', 'MB', 'ICH', 'IS', 'TIA', 'MB', 'ICH', 'IS', 'TIA', 'MB', 'ICH', 'IS', 'TIA', 'MB', 'ICH', 'IS', 'TIA', 'MB', 'ICH', 'MB', 'ICH', 'MB', 'ICH']","['1223', '1293', '1377', '1912', '1999']","['1231', '1301', '1385', '1920', '2007']","['25', '51', '159', '181', '216', '242', '372', '434', '442', '459', '463', '490', '590', '600', '631', '695', '742', '745', '758', '765', '898', '931', '973', '986', '989', '994', '1019', '1026', '1029', '1287', '1325', '1397', '1400', '1489', '1531', '1626', '1629', '1756', '1836', '1906', '1932', '1975', '2019']","['45', '75', '179', '183', '240', '245', '374', '437', '457', '461', '488', '493', '596', '603', '633', '698', '744', '748', '761', '773', '901', '933', '976', '988', '992', '996', '1022', '1028', '1032', '1289', '1328', '1399', '1403', '1491', '1534', '1628', '1632', '1758', '1839', '1908', '1935', '1977', '2022']","['D014859', 'D014859', 'D014859', 'D014859', 'D014859']","['-1', 'D002543', '-1', '-1', 'D002543', 'D002543', '-1', 'D002543', 'D002544', 'D002544', 'D002546', 'D002546', 'D020521', 'D002546', '-1', 'D002543', 'D002544', 'D002546', 'D002543', 'D007511', 'D002543', '-1', 'D002543', 'D002544', 'D002546', '-1', 'D002543', 'D002544', 'D002546', '-1', 'D002543', 'D002544', 'D002546', '-1', 'D002543', 'D002544', 'D002546', '-1', 'D002543', '-1', 'D002543', '-1', 'D002543']",['D014859'],['D002543']
20595935,Verapamil stimulation test in hyperprolactinemia: loss of prolactin response in anatomic or functional stalk effect.,"AIM: Verapamil stimulation test was previously investigated as a tool for differential diagnosis of hyperprolactinemia, but with conflicting results. Macroprolactinemia was never considered in those previous studies. Here, we aimed to re-investigate the diagnostic value of verapamil in a population who were all screened for macroprolactinemia. Prolactin responses to verapamil in 65 female patients (age: 29.9 +/- 8.1 years) with hyperprolactinemia were tested in a descriptive, matched case-control study. METHODS: Verapamil 80 mg, p.o. was administered, and then PRL levels were measured at 8th and 16th hours, by immunometric chemiluminescence. Verapamil responsiveness was determined by peak percent change in basal prolactin levels (PRL). RESULTS: Verapamil significantly increased PRL levels in healthy controls (N. 8, PRL: 183%), macroprolactinoma (N. 8, PRL: 7%), microprolactinoma (N. 19, PRL: 21%), macroprolactinemia (N. 23, PRL: 126%), but not in pseudoprolactinoma (N. 8, PRL: 0.8%), and risperidone-induced hyperprolactinemia (N. 7, PRL: 3%). ROC curve analysis revealed that unresponsiveness to verapamil defined as PRL <7%, discriminated anatomical or functional stalk effect (sensitivity: 74%, specificity: 73%, AUC: 0.855+/-0.04, P <0.001, CI: 0.768-0.942) associated with pseudoprolactinoma or risperidone-induced hyperprolactinemia, respectively. CONCLUSION: Verapamil responsiveness is not a reliable finding for the differential diagnosis of hyperprolactinemia. However, verapamil unresponsiveness discriminates stalk effect (i.e., anatomically or functionally inhibited dopaminergic tonus) from other causes of hyperprolactinemia with varying degrees of responsiveness.","['Verapamil', 'Verapamil', 'verapamil', 'verapamil', 'Verapamil', 'Verapamil', 'Verapamil', 'risperidone', 'verapamil', 'risperidone', 'Verapamil', 'verapamil']","['hyperprolactinemia', 'hyperprolactinemia', 'Macroprolactinemia', 'macroprolactinemia', 'hyperprolactinemia', 'macroprolactinoma', 'microprolactinoma', 'macroprolactinemia', 'pseudoprolactinoma', 'hyperprolactinemia', 'pseudoprolactinoma', 'hyperprolactinemia', 'hyperprolactinemia', 'hyperprolactinemia']","['0', '122', '391', '486', '635', '767', '872', '1120', '1229', '1432', '1498', '1612']","['9', '131', '400', '495', '644', '776', '881', '1131', '1238', '1443', '1507', '1621']","['30', '217', '267', '443', '549', '956', '991', '1028', '1078', '1140', '1410', '1452', '1583', '1753']","['48', '235', '285', '461', '567', '973', '1008', '1046', '1096', '1158', '1428', '1470', '1601', '1771']","['D014700', 'D014700', 'D014700', 'D014700', 'D014700', 'D014700', 'D014700', 'D018967', 'D014700', 'D018967', 'D014700', 'D014700']","['D006966', 'D006966', 'D015175', 'D015175', 'D006966', 'D015175', 'D015175', 'D015175', '-1', 'D006966', '-1', 'D006966', 'D006966', 'D006966']",['D018967'],['D006966']
35781,Central action of narcotic analgesics. Part IV. Noradrenergic influences on the activity of analgesics in rats.,"The effect of clonidine, naphazoline and xylometazoline on analgesia induced by morphine, codeine, fentanyl and pentazocine, and on cataleptic effect of morphine, codine and fentanyl was studied in rats. The biochemical assays on the influence of four analgesics on the brain concentration and turnover of noradrenaline (NA) were also performed. It was found that three drugs stimulating central NA receptors failed to affect the analgesic ED50 of all antinociceptive agents and they enhanced catalepsy induced by morphine and fentanyl. Codeine catalepsy was increased by clonidine and decreased by naphazoline and xylometazoline. The brain concentration of NA was not changed by morphine and fentanyl, but one of the doses of codeine (45 mg/kg) slightly enhanced it. Pentazocine dose-dependently decreased the brain level of NA. The rate of NA turnover was not altered by analgesics except for the higher dose of fentanyl (0.2 mg/kg) following which the disappearance of NA from the brain was diminished. The results are discussed in the light of various and non-uniform data from the literature. It is suggested that in rats the brain NA plays a less important function than the other monoamines in the behavioural activity of potent analgesics.","['clonidine', 'naphazoline', 'xylometazoline', 'morphine', 'codeine', 'fentanyl', 'pentazocine', 'morphine', 'codine', 'fentanyl', 'noradrenaline', 'NA', 'NA', 'morphine', 'fentanyl', 'Codeine', 'clonidine', 'naphazoline', 'xylometazoline', 'NA', 'morphine', 'fentanyl', 'codeine', 'Pentazocine', 'NA', 'NA', 'fentanyl', 'NA', 'NA', 'monoamines']","['cataleptic', 'catalepsy', 'catalepsy']","['126', '137', '153', '192', '202', '211', '224', '265', '275', '286', '418', '433', '508', '626', '639', '649', '684', '711', '727', '770', '792', '805', '839', '880', '938', '954', '1026', '1084', '1249', '1299']","['135', '148', '167', '200', '209', '219', '235', '273', '281', '294', '431', '435', '510', '634', '647', '656', '693', '722', '741', '772', '800', '813', '846', '891', '940', '956', '1034', '1086', '1251', '1309']","['244', '605', '657']","['254', '614', '666']","['D003000', 'D009278', 'C009695', 'D009020', 'D003061', 'D005283', 'D010423', 'D009020', 'D003061', 'D005283', 'D009638', 'D009638', 'D009638', 'D009020', 'D005283', 'D003061', 'D003000', 'D009278', 'C009695', 'D009638', 'D009020', 'D005283', 'D003061', 'D010423', 'D009638', 'D009638', 'D005283', 'D009638', 'D009638', 'D015306']","['D002375', 'D002375', 'D002375']","['D003000', 'D005283', 'D009278', 'D003061', 'C009695', 'D009020']","['D002375', 'D002375', 'D002375', 'D002375', 'D002375', 'D002375']"
48835,Modification by propranolol of cardiovascular effects of induced hypoglycaemia.,"The cardiovascular effects of hypoglycaemia, with and without beta-blockade, were compared in fourteen healthy men. Eight received insulin alone, and eight, including two of the original insulin-only group, were given propranolol and insulin. In the insulin-group the period of hypoglycaemia was associated with an increase in heart-rate and a fall in diastolic blood-pressure. In the propranolol-insulin group there was a significant fall in heart-rate in most subjects and an increase in diastolic pressure. Typical S-T/T changes occurred in the insulin-group but in none of the propranolol-insulin group. Hypertension in diabetics prone to hypoglycaemia attacks should not be treated with beta-blockers because these drugs may cause a sharp rise in blood-pressure in such patients.","['propranolol', 'propranolol', 'propranolol', 'propranolol']","['hypoglycaemia', 'hypoglycaemia', 'hypoglycaemia', 'Hypertension', 'diabetics', 'hypoglycaemia']","['16', '298', '465', '661']","['27', '309', '476', '672']","['65', '110', '358', '688', '704', '723']","['78', '123', '371', '700', '713', '736']","['D011433', 'D011433', 'D011433', 'D011433']","['D007003', 'D007003', 'D007003', 'D006973', 'D003920', 'D007003']",['D011433'],['D006973']
89511,Prevention and treatment of endometrial disease in climacteric women receiving oestrogen therapy.,The treatment regimens are described in 74 patients with endometrial disease among 850 climacteric women receiving oestrogen therapy. Cystic hyperplasia was associated with unopposed oestrogen therapy without progestagen. Two courses of 21 days of 5 mg norethisterone daily caused reversion to normal in all 57 cases of cystic hyperplasia and 6 of the 8 cases of atypical hyperplasia. 4 cases of endometrial carcinoma referred from elsewhere demonstrated the problems of inappropriate and unsupervised unopposed oestrogen therapy and the difficulty in distinguishing severe hyperplasia from malignancy. Cyclical low-dose oestrogen therapy with 7--13 days of progestagen does not seem to increase the risk of endometrial hyperplasia or carcinoma.,"['oestrogen', 'oestrogen', 'oestrogen', 'progestagen', 'norethisterone', 'oestrogen', 'oestrogen', 'progestagen']","['endometrial disease', 'endometrial disease', 'hyperplasia', 'hyperplasia', 'hyperplasia', 'endometrial carcinoma', 'hyperplasia', 'malignancy', 'endometrial hyperplasia', 'carcinoma']","['79', '213', '281', '307', '351', '610', '719', '756']","['88', '222', '290', '318', '365', '619', '728', '767']","['28', '155', '239', '425', '470', '494', '672', '689', '806', '833']","['47', '174', '250', '436', '481', '515', '683', '699', '829', '842']","['D004967', 'D004967', 'D004967', 'D011372', 'D009640', 'D004967', 'D004967', 'D011372']","['D014591', 'D014591', 'D006965', 'D006965', 'D006965', 'D016889', 'D006965', 'D009369', 'D004714', 'D002277']",['D004967'],['D006965']
146391,"Pure red cell aplasia, toxic dermatitis and lymphadenopathy in a patient taking diphenylhydantoin.","A patient taking diphenylhydantoin for 3 weeks developed a generalized skin rash, lymphadenopathy and pure red cell aplasia. After withdrawal of the pharmacon all symptoms disappeared spontaneously. Skin rash is a well-known complication of diphenylhydantoin treatment as is benign and malignant lymphadenopathy. Pure red cell aplasia associated with diphenylhydantoin medication has been reported in 3 patients. The exact mechanism by which diphenylhydantoin exerts its toxic effects is not known. In this patient the time relation between the ingestion of diphenylhydantoin and the occurrence of the skin rash, lymphadenopathy and pure red cell aplasia is very suggestive of a direct connection.","['diphenylhydantoin', 'diphenylhydantoin', 'diphenylhydantoin', 'diphenylhydantoin', 'diphenylhydantoin', 'diphenylhydantoin']","['Pure red cell aplasia', 'toxic dermatitis', 'lymphadenopathy', 'skin rash', 'lymphadenopathy', 'pure red cell aplasia', 'Skin rash', 'lymphadenopathy', 'Pure red cell aplasia', 'skin rash', 'lymphadenopathy', 'pure red cell aplasia']","['80', '116', '340', '450', '541', '657']","['97', '133', '357', '467', '558', '674']","['0', '23', '44', '170', '181', '201', '298', '395', '412', '701', '712', '732']","['21', '39', '59', '179', '196', '222', '307', '410', '433', '710', '727', '753']","['D010672', 'D010672', 'D010672', 'D010672', 'D010672', 'D010672']","['D012010', 'D003875', 'D008206', 'D005076', 'D008206', 'D012010', 'D005076', 'D008206', 'D012010', 'D005076', 'D008206', 'D012010']","['D010672', 'D010672', 'D010672']","['D003875', 'D008206', 'D012010']"
256433,Continuous infusion tobramycin combined with carbenicillin for infections in cancer patients.,"The cure rate of infections in cancer patients is adversely affected by neutropenia (less than 1,000/mm3). In particular, patients with severe neutropenia (less than 100/mm3) have shown a poor response to antibiotics. To overcome the adverse effects of neutropenia, tobramycin was given by continuous infusion and combined with intermittent carbenicillin. Tobramycin was given to a total daily dose of 300 mg/m2 and carbenicillin was given at a dose of 5 gm every four hours. There were 125 infectious episodes in 116 cancer patients receiving myelosuppressive chemotherapy. The overall cure rate was 70%. Pneumonia was the most common infection and 61% of 59 episodes were cured. Gram-negative bacilli were the most common causative organisms and 69% of these infections were cured. The most common pathogen was Klebsiella pneumoniae and this, together with Escherichia coli and Pseudomonas aeruginosa, accounted for 74% of all gram-negative bacillary infections. Response was not influenced by the initial neutrophil count, with a 62% cure rate for 39 episodes associated with severe neutropenia. However, failure of the neutrophil count to increase during therapy adversely affected response. Azotemia was the major side effect recognized, and it occurred in 11% of episodes. Major azotemia (serum creatinine greater than 2.5 mg/dl or BUN greater than 50 mg/dl) occurred in only 2%. Azotemia was not related to duration of therapy or serum tobramycin concentration. This antibiotic regimen showed both therapeutic efficacy and acceptable renal toxicity for these patients.","['tobramycin', 'carbenicillin', 'tobramycin', 'carbenicillin', 'Tobramycin', 'carbenicillin', 'creatinine', 'tobramycin']","['infections', 'cancer', 'infections', 'cancer', 'neutropenia', 'neutropenia', 'neutropenia', 'cancer', 'Pneumonia', 'infection', 'infections', 'pneumoniae', 'gram-negative bacillary infections', 'neutropenia', 'Azotemia', 'azotemia', 'Azotemia', 'renal toxicity']","['20', '45', '360', '435', '450', '510', '1395', '1537']","['30', '58', '370', '448', '460', '523', '1405', '1547']","['63', '77', '111', '125', '166', '237', '347', '612', '700', '730', '855', '918', '1023', '1180', '1290', '1379', '1480', '1635']","['73', '83', '121', '131', '177', '248', '358', '618', '709', '739', '865', '928', '1057', '1191', '1298', '1387', '1488', '1649']","['D014031', 'D002228', 'D014031', 'D002228', 'D014031', 'D002228', 'D003404', 'D014031']","['D007239', 'D009369', 'D007239', 'D009369', 'D009503', 'D009503', 'D009503', 'D009369', 'D011014', 'D007239', 'D007239', 'D011014', 'D016905', 'D009503', 'D053099', 'D053099', 'D053099', 'D007674']","['D014031', 'D002228']","['D053099', 'D053099']"
