article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
18020536,"Associations between use of benzodiazepines or related drugs and health, physical abilities and cognitive function: a non-randomised clinical study in the elderly.","OBJECTIVE: To describe associations between the use of benzodiazepines or related drugs (BZDs/RDs) and health, functional abilities and cognitive function in the elderly. METHODS: A non-randomised clinical study of patients aged > or =65 years admitted to acute hospital wards during 1 month. 164 patients (mean age +/- standard deviation [SD] 81.6 +/- 6.8 years) were admitted. Of these, nearly half (n = 78) had used BZDs/RDs before admission, and the remainder (n = 86) were non-users. Cognitive ability was assessed by the Mini-Mental State Examination (MMSE). Patients scoring > or =20 MMSE sum points were interviewed (n = 79) and questioned regarding symptoms and functional abilities during the week prior to admission. Data on use of BZDs/RDs before admission, current medications and discharge diagnoses were collected from medical records. Health, physical abilities and cognitive function were compared between BZD/RD users and non-users, and adjustments were made for confounding variables. The residual serum concentrations of oxazepam, temazepam and zopiclone were analysed. RESULTS: The mean +/- SD duration of BZD/RD use was 7 +/- 7 years (range 1-31). Two or three BZDs/RDs were concomitantly taken by 26% of users (n = 20). Long-term use of these drugs was associated with female sex and use of a higher number of drugs with effects on the CNS, which tended to be related to diagnosed dementia. After adjustment for these variables as confounders, use of BZDs/RDs was not associated with cognitive function as measured by the MMSE. However, use of BZDs/RDs was associated with dizziness, inability to sleep after awaking at night and tiredness in the mornings during the week prior to admission and with stronger depressive symptoms measured at the beginning of the hospital stay. Use of BZDs/RDs tended to be associated with a reduced ability to walk and shorter night-time sleep during the week prior to admission. A higher residual serum concentration of temazepam correlated with a lower MMSE sum score after adjustment for confounding variables. CONCLUSIONS: Long-term use and concomitant use of more than one BZD/RD were common in elderly patients hospitalised because of acute illnesses. Long-term use was associated with daytime and night-time symptoms indicative of poorer health and potentially caused by the adverse effects of these drugs.","['benzodiazepines', 'benzodiazepines', 'BZDs', 'BZDs', 'BZDs', 'oxazepam', 'temazepam', 'zopiclone', 'BZDs', 'BZDs', 'BZDs', 'BZDs', 'temazepam']","['dementia', 'dizziness', 'inability to sleep', 'tiredness', 'depressive symptoms']","['28', '219', '253', '583', '907', '1205', '1215', '1229', '1347', '1638', '1731', '1971', '2141']","['43', '234', '257', '587', '911', '1213', '1224', '1238', '1351', '1642', '1735', '1975', '2150']","['1568', '1760', '1771', '1817', '1896']","['1576', '1769', '1789', '1826', '1915']","['D001569', 'D001569', 'D001569', 'D001569', 'D001569', 'D010076', 'D013693', 'C515050', 'D001569', 'D001569', 'D001569', 'D001569', 'D013693']","['D003704', 'D004244', 'D007319', 'D005221', 'D003866']","['D001569', 'D001569', 'D001569', 'D001569']","['D005221', 'D003866', 'D007319', 'D004244']"
18023325,Acute vocal fold palsy after acute disulfiram intoxication.,"Acute peripheral neuropathy caused by a disulfiram overdose is very rare and there is no report of it leading to vocal fold palsy. A 49-year-old woman was transferred to our department because of quadriparesis, lancinating pain, sensory loss, and paresthesia of the distal limbs. One month previously, she had taken a single high dose of disulfiram (130 tablets of ALCOHOL STOP TAB, Shin-Poong Pharm. Co., Ansan, Korea) in a suicide attempt. She was not an alcoholic. For the first few days after ingestion, she was in a confused state and had mild to moderate ataxia and giddiness. She noticed hoarseness and distally accentuated motor and sensory dysfunction after she had recovered from this state. A nerve conduction study was consistent with severe sensorimotor axonal polyneuropathy. Laryngeal electromyography (thyroarytenoid muscle) showed ample denervation potentials. Laryngoscopy revealed asymmetric vocal fold movements during phonation. Her vocal change and weakness began to improve spontaneously about 3 weeks after transfer. This was a case of acute palsy of the recurrent laryngeal nerve and superimposed severe acute sensorimotor axonal polyneuropathy caused by high-dose disulfiram intoxication.","['disulfiram', 'disulfiram', 'disulfiram', 'ALCOHOL', 'disulfiram']","['vocal fold palsy', 'peripheral neuropathy', 'overdose', 'vocal fold palsy', 'quadriparesis', 'pain', 'sensory loss', 'paresthesia', 'ataxia', 'giddiness', 'hoarseness', 'polyneuropathy', 'palsy', 'polyneuropathy']","['35', '100', '398', '425', '1250']","['45', '110', '408', '432', '1260']","['6', '66', '111', '173', '256', '283', '289', '307', '621', '632', '655', '834', '1126', '1215']","['22', '87', '119', '189', '269', '287', '301', '318', '627', '641', '665', '848', '1131', '1229']","['D004221', 'D004221', 'D004221', 'D000431', 'D004221']","['D014826', 'D010523', 'D062787', 'D014826', 'D011782', 'D010146', 'C580162', 'D010292', 'D001259', 'D004244', 'D006685', 'D011115', 'D010243', 'D011115']","['D004221', 'D004221', 'D004221', 'D004221', 'D004221', 'D004221']","['D010292', 'D011782', 'D010146', 'D010523', 'D001259', 'D014826']"
18208574,Higher optical density of an antigen assay predicts thrombosis in patients with heparin-induced thrombocytopenia.,"OBJECTIVES: To correlate optical density and percent inhibition of a two-step heparin-induced thrombocytopenia (HIT) antigen assay with thrombosis; the assay utilizes reaction inhibition characteristics of a high heparin concentration. PATIENTS AND METHODS: Patients with more than 50% decrease in platelet count or thrombocytopenia (<150 x 10(9)/L) after exposure to heparin, who had a positive two-step antigen assay [optical density (OD) >0.4 and >50 inhibition with high concentration of heparin] were included in the study. RESULTS: Forty of 94 HIT patients had thrombosis at diagnosis; 54/94 had isolated-HIT without thrombosis. Eight of the isolated-HIT patients developed thrombosis within the next 30 d; thus, a total of 48 patients had thrombosis at day 30. At diagnosis there was no significant difference in OD between HIT patients with thrombosis and those with isolated-HIT. However, OD was significantly higher in all patients with thrombosis (n = 48, 1.34 +/- 0.89), including isolated-HIT patients who later developed thrombosis within 30 d (n = 8, 1.84 +/- 0.64) as compared to isolated-HIT patients who did not develop thrombosis (0.96 +/- 0.75; P = 0.011 and P = 0.008). The Receiver Operative Characteristic Curve showed that OD >1.27 in the isolated-HIT group had a significantly higher chance of developing thrombosis by day 30. None of these groups showed significant difference in percent inhibition. Multivariate analysis showed a 2.8-fold increased risk of thrombosis in females. Similarly, thrombotic risk increased with age and OD values. CONCLUSION: Higher OD is associated with significant risk of subsequent thrombosis in patients with isolated-HIT; percent inhibition, however, was not predictive.","['heparin', 'heparin', 'heparin', 'heparin', 'heparin']","['thrombosis', 'thrombocytopenia', 'thrombocytopenia', 'HIT', 'thrombosis', 'thrombocytopenia', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'thrombosis', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'HIT', 'thrombosis', 'thrombosis', 'thrombotic', 'thrombosis', 'HIT']","['80', '192', '327', '482', '606']","['87', '199', '334', '489', '613']","['52', '96', '208', '226', '250', '430', '664', '681', '725', '737', '771', '794', '860', '945', '963', '998', '1061', '1116', '1149', '1219', '1252', '1386', '1444', '1598', '1632', '1754', '1791']","['62', '112', '224', '229', '260', '446', '667', '691', '728', '747', '774', '804', '870', '948', '973', '1001', '1071', '1119', '1159', '1222', '1262', '1389', '1454', '1608', '1642', '1764', '1794']","['D006493', 'D006493', 'D006493', 'D006493', 'D006493']","['D013927', 'D013921', 'D013921', 'D013921', 'D013927', 'D013921', 'D013921', 'D013927', 'D013921', 'D013927', 'D013921', 'D013927', 'D013927', 'D013921', 'D013927', 'D013921', 'D013927', 'D013921', 'D013927', 'D013921', 'D013927', 'D013921', 'D013927', 'D013927', 'D013927', 'D013927', 'D013921']","['D006493', 'D006493']","['D013927', 'D013921']"
18343374,Central retinal vein occlusion associated with clomiphene-induced ovulation.,"OBJECTIVE: To report a case of central retinal vein occlusion associated with clomiphene citrate (CC). DESIGN: Case study. SETTING: Ophthalmology clinic of an academic hospital. PATIENT(S): A 36-year-old woman referred from the infertility clinic for blurred vision. INTERVENTION(S): Ophthalmic examination after CC therapy. MAIN OUTCOME MEASURE(S): Central retinal vein occlusion after ovulation induction with CC. RESULT(S): A 36-year-old Chinese woman developed central retinal vein occlusion after eight courses of CC. A search of the literature on the thromboembolic complications of CC does not include this severe ophthalmic complication, although mild visual disturbance after CC intake is not uncommon. CONCLUSION(S): This is the first reported case of central retinal vein occlusion after treatment with CC. Extra caution is warranted in treating infertility patients with CC, and patients should be well informed of this side effect before commencement of therapy.","['clomiphene', 'clomiphene citrate', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']","['retinal vein occlusion', 'retinal vein occlusion', 'infertility', 'blurred vision', 'retinal vein occlusion', 'retinal vein occlusion', 'thromboembolic', 'visual disturbance', 'retinal vein occlusion', 'infertility']","['47', '155', '175', '390', '489', '596', '666', '762', '891', '960']","['57', '173', '177', '392', '491', '598', '668', '764', '893', '962']","['8', '116', '305', '328', '435', '550', '634', '737', '847', '934']","['30', '138', '316', '342', '457', '572', '648', '755', '869', '945']","['D002996', 'D002996', 'D002996', 'D002996', 'D002996', 'D002996', 'D002996', 'D002996', 'D002996', 'D002996']","['D012170', 'D012170', 'D007247', 'D014786', 'D012170', 'D012170', 'D013923', 'D014786', 'D012170', 'D007247']","['D002996', 'D002996']","['D012170', 'D014786']"
18417364,Nicotine-induced nystagmus correlates with midpontine activation.,"The pathomechanism of nicotine-induced nystagmus (NIN) is unknown. The aim of this study was to delineate brain structures that are involved in NIN generation. Eight healthy volunteers inhaled nicotine in darkness during a functional magnetic resonance imaging (fMRI) experiment; eye movements were registered using video-oculography. NIN correlated with blood oxygen level-dependent (BOLD) activity levels in a midpontine site in the posterior basis pontis. NIN-induced midpontine activation may correspond to activation of the dorsomedial pontine nuclei and the nucleus reticularis tegmenti pontis, structures known to participate in the generation of multidirectional saccades and smooth pursuit eye movements.","['Nicotine', 'nicotine', 'nicotine', 'oxygen']","['nystagmus', 'nystagmus', 'NIN', 'NIN', 'NIN', 'NIN']","['0', '88', '259', '427']","['8', '96', '267', '433']","['17', '105', '116', '210', '401', '525']","['26', '114', '119', '213', '404', '528']","['D009538', 'D009538', 'D009538', 'D010100']","['D009759', 'D009759', 'D009759', 'D009759', 'D009759', 'D009759']",['D009538'],['D009759']
18442015,Protective effect of verapamil on gastric hemorrhagic ulcers in severe atherosclerotic rats.,"Studies concerning with pathogenesis of gastric hemorrhage and mucosal ulceration produced in atherosclerotic rats are lacking. The aim of this study is to examine the role of gastric acid back-diffusion, mast cell histamine release, lipid peroxide (LPO) generation and mucosal microvascular permeability in modulating gastric hemorrhage and ulcer in rats with atherosclerosis induced by coadministration of vitamin D2 and cholesterol. Additionally, the protective effect of verapamil on this ulcer model was evaluated. Male Wistar rats were challenged intragastrically once daily for 9 days with 1.0 ml/kg of corn oil containing vitamin D2 and cholesterol to induce atherosclerosis. Control rats received corn oil only. After gastric surgery, rat stomachs were irrigated for 3 h with either simulated gastric juice or normal saline. Gastric acid back-diffusion, mucosal LPO generation, histamine concentration, microvascular permeability, luminal hemoglobin content and ulcer areas were determined. Elevated atherosclerotic parameters, such as serum calcium, total cholesterol and low-density lipoprotein concentration were obtained in atherosclerotic rats. Severe gastric ulcers accompanied with increased ulcerogenic factors, including gastric acid back-diffusion, histamine release, LPO generation and luminal hemoglobin content were also observed in these rats. Moreover, a positive correlation of histamine to gastric hemorrhage and to ulcer was found in those atherosclerotic rats. This hemorrhagic ulcer and various ulcerogenic parameters were dose-dependently ameliorated by daily intragastric verapamil. Atherosclerosis could produce gastric hemorrhagic ulcer via aggravation of gastric acid back-diffusion, LPO generation, histamine release and microvascular permeability that could be ameliorated by verapamil in rats.","['verapamil', 'histamine', 'vitamin D2', 'cholesterol', 'verapamil', 'vitamin D2', 'cholesterol', 'histamine', 'luminal', 'calcium', 'cholesterol', 'histamine', 'luminal', 'histamine', 'verapamil', 'histamine', 'verapamil']","['gastric hemorrhagic', 'ulcers', 'atherosclerotic', 'gastric hemorrhage', 'atherosclerotic', 'gastric hemorrhage', 'ulcer', 'atherosclerosis', 'ulcer', 'atherosclerosis', 'ulcer', 'atherosclerotic', 'atherosclerotic', 'ulcers', 'gastric hemorrhage', 'ulcer', 'atherosclerotic', 'hemorrhagic', 'ulcer', 'Atherosclerosis', 'gastric hemorrhagic', 'ulcer']","['21', '308', '501', '516', '568', '723', '738', '980', '1033', '1144', '1159', '1361', '1399', '1496', '1696', '1827', '1905']","['30', '317', '511', '527', '577', '733', '749', '989', '1040', '1151', '1170', '1370', '1406', '1505', '1705', '1836', '1914']","['34', '54', '71', '133', '187', '412', '435', '454', '586', '760', '1064', '1102', '1230', '1267', '1509', '1535', '1560', '1587', '1599', '1707', '1737', '1757']","['53', '60', '86', '151', '202', '430', '440', '469', '591', '775', '1069', '1117', '1245', '1273', '1527', '1540', '1575', '1598', '1604', '1722', '1756', '1762']","['D014700', 'D006632', 'D004872', 'D002784', 'D014700', 'D004872', 'D002784', 'D006632', 'D010634', 'D002118', 'D002784', 'D006632', 'D010634', 'D006632', 'D014700', 'D006632', 'D014700']","['D006471', 'D014456', 'D050197', 'D006471', 'D050197', 'D006471', 'D014456', 'D050197', 'D014456', 'D050197', 'D014456', 'D050197', 'D050197', 'D014456', 'D006471', 'D014456', 'D050197', 'D006471', 'D014456', 'D050197', 'D006471', 'D014456']","['D004872', 'D004872', 'D002784', 'D002784', 'D002784', 'D004872']","['D006471', 'D050197', 'D006471', 'D014456', 'D050197', 'D014456']"
18619688,Adriamycin-induced autophagic cardiomyocyte death plays a pathogenic role in a rat model of heart failure.,"BACKGROUND: The mechanisms underlying heart failure induced by adriamycin are very complicated and still unclear. The aim of this study was to investigate whether autophagy was involved in the progression of heart failure induced by adriamycin, so that we can develop a novel treatment strategy for heart failure. METHODS: 3-methyladenine (3MA), a specific inhibitor on autophagy was used in a heart failure model of rats induced by adriamycin. Neonatal cardiomyocytes were isolated from Sprague-Dawley rat hearts and randomly divided into controls, an adriamycin-treated group, and a 3MA plus adriamycin-treated group. We then examined the morphology, expression of beclin 1 gene, mitochondrial permeability transition (MPT), and Na+-K+ ATPase activity in vivo. We also assessed cell viability, mitochondrial membrane potential changes and counted autophagic vacuoles in cultured cardiomyocytes. In addition, we analyzed the expression of autophagy associated gene, beclin 1 using RT-PCR and Western blotting in an animal model. RESULTS: 3MA significantly improved cardiac function and reduced mitochondrial injury. Furthermore, adriamycin induced the formation of autophagic vacuoles, and 3MA strongly downregulated the expression of beclin 1 in adriamycin-induced failing heart and inhibited the formation of autophagic vacuoles. CONCLUSION: Autophagic cardiomyocyte death plays an important role in the pathogenesis of heart failure in rats induced by adriamycin. Mitochondrial injury may be involved in the progression of heart failure caused by adriamycin via the autophagy pathway.","['Adriamycin', 'adriamycin', 'adriamycin', '3-methyladenine', '3MA', 'adriamycin', 'adriamycin', '3MA', 'adriamycin', 'K', '3MA', 'adriamycin', '3MA', 'adriamycin', 'adriamycin', 'adriamycin']","['death', 'heart failure', 'heart failure', 'heart failure', 'heart failure', 'heart failure', 'death', 'heart failure', 'heart failure']","['0', '170', '340', '430', '447', '540', '660', '692', '701', '842', '1146', '1237', '1298', '1355', '1563', '1658']","['10', '180', '350', '445', '450', '550', '670', '695', '711', '843', '1149', '1247', '1301', '1365', '1573', '1668']","['44', '92', '145', '315', '406', '501', '1477', '1530', '1634']","['49', '105', '158', '328', '419', '514', '1482', '1543', '1647']","['D004317', 'D004317', 'D004317', 'C025946', 'C025946', 'D004317', 'D004317', 'C025946', 'D004317', 'D011188', 'C025946', 'D004317', 'C025946', 'D004317', 'D004317', 'D004317']","['D003643', 'D006333', 'D006333', 'D006333', 'D006333', 'D006333', 'D003643', 'D006333', 'D006333']",['D004317'],['D006333']
19308880,"Confusion, a rather serious adverse drug reaction with valproic acid: a review of the French Pharmacovigilance database.","INTRODUCTION: Confusion is an adverse drug reaction frequently observed with valproic acid. Some case reports are published in the literature but no systematic study from a sample of patients has been published. We performed this study in order to describe the main characteristics of this adverse drug reaction. METHODS: Using the French Pharmacovigilance database, we selected the cases of confusion reported since 1985 with valproic acid. RESULTS: 272 cases of confusion were reported with valproic acid: 153 women and 119 men. Confusion mostly occurred during the two first weeks following valproic acid exposure (39.7%). It was ""serious"" for almost 2/3 of the patients (62.5%) and its outcome favourable in most of the cases (82%). The occurrence of this ADR was more frequent in patients aged between 61 and 80 years. CONCLUSION: This work shows that confusion with valproic acid is a serious, rather frequent but reversible adverse drug reaction. It occurs especially in older patients and during the first two weeks of treatment.","['valproic acid', 'valproic acid', 'valproic acid', 'valproic acid', 'valproic acid', 'valproic acid']","['Confusion', 'Confusion', 'confusion', 'confusion', 'Confusion', 'confusion']","['55', '198', '548', '614', '715', '993']","['68', '211', '561', '627', '728', '1006']","['0', '135', '513', '585', '652', '978']","['9', '144', '522', '594', '661', '987']","['D014635', 'D014635', 'D014635', 'D014635', 'D014635', 'D014635']","['D003221', 'D003221', 'D003221', 'D003221', 'D003221', 'D003221']",['D014635'],['D003221']
19631624,Learning and memory deficits in ecstasy users and their neural correlates during a face-learning task.,"It has been consistently shown that ecstasy users display impairments in learning and memory performance. In addition, working memory processing in ecstasy users has been shown to be associated with neural alterations in hippocampal and/or cortical regions as measured by functional magnetic resonance imaging (fMRI). Using functional imaging and a face-learning task, we investigated neural correlates of encoding and recalling face-name associations in 20 recreational drug users whose predominant drug use was ecstasy and 20 controls. To address the potential confounding effects of the cannabis use of the ecstasy using group, a second analysis included 14 previously tested cannabis users (Nestor, L., Roberts, G., Garavan, H., Hester, R., 2008. Deficits in learning and memory: parahippocampal hyperactivity and frontocortical hypoactivity in cannabis users. Neuroimage 40, 1328-1339). Ecstasy users performed significantly worse in learning and memory compared to controls and cannabis users. A conjunction analysis of the encode and recall phases of the task revealed ecstasy-specific hyperactivity in bilateral frontal regions, left temporal, right parietal, bilateral temporal, and bilateral occipital brain regions. Ecstasy-specific hypoactivity was evident in the right dorsal anterior cingulated cortex (ACC) and left posterior cingulated cortex. In both ecstasy and cannabis groups brain activation was decreased in the right medial frontal gyrus, left parahippocampal gyrus, left dorsal cingulate gyrus, and left caudate. These results elucidated ecstasy-related deficits, only some of which might be attributed to cannabis use. These ecstasy-specific effects may be related to the vulnerability of isocortical and allocortical regions to the neurotoxic effects of ecstasy.","['ecstasy', 'ecstasy', 'ecstasy', 'ecstasy', 'cannabis', 'ecstasy', 'cannabis', 'cannabis', 'Ecstasy', 'cannabis', 'ecstasy', 'Ecstasy', 'ecstasy', 'cannabis', 'ecstasy', 'cannabis', 'ecstasy', 'ecstasy']","['Learning and memory deficits', 'impairments in learning and memory', 'Deficits in learning and memory', 'hyperactivity', 'hyperactivity', 'neurotoxic']","['32', '139', '251', '616', '693', '713', '782', '952', '995', '1087', '1179', '1330', '1471', '1483', '1665', '1733', '1753', '1883']","['39', '146', '258', '623', '701', '720', '790', '960', '1002', '1095', '1186', '1337', '1478', '1491', '1672', '1741', '1760', '1890']","['0', '161', '854', '903', '1196', '1861']","['28', '195', '885', '916', '1209', '1871']","['D018817', 'D018817', 'D018817', 'D018817', 'D002188', 'D018817', 'D002188', 'D002188', 'D018817', 'D002188', 'D018817', 'D018817', 'D018817', 'D002188', 'D018817', 'D002188', 'D018817', 'D018817']","['D007859|D008569', 'D007859|D008569', 'D007859|D008569', 'D006948', 'D006948', 'D020258']","['D018817', 'D018817']","['D008569', 'D007859']"
20003049,Prolonged elevation of plasma argatroban in a cardiac transplant patient with a suspected history of heparin-induced thrombocytopenia with thrombosis.,"BACKGROUND: Direct thrombin inhibitors (DTIs) provide an alternative method of anticoagulation for patients with a history of heparin-induced thrombocytopenia (HIT) or HIT with thrombosis (HITT) undergoing cardiopulmonary bypass (CPB). In the following report, a 65-year-old critically ill patient with a suspected history of HITT was administered argatroban for anticoagulation on bypass during heart transplantation. The patient required massive transfusion support (55 units of red blood cells, 42 units of fresh-frozen plasma, 40 units of cryoprecipitate, 40 units of platelets, and three doses of recombinant Factor VIIa) for severe intraoperative and postoperative bleeding. STUDY DESIGN AND METHODS: Plasma samples from before and after CPB were analyzed postoperatively for argatroban concentration using a modified ecarin clotting time (ECT) assay. RESULTS: Unexpectedly high concentrations of argatroban were measured in these samples (range, 0-32 microg/mL), and a prolonged plasma argatroban half life (t(1/2)) of 514 minutes was observed (published elimination t(1/2) is 39-51 minutes [< or = 181 minutes with hepatic impairment]). CONCLUSIONS: Correlation of plasma argatroban concentration versus the patient's coagulation variables and clinical course suggest that prolonged elevated levels of plasma argatroban may have contributed to the patient's extended coagulopathy. Because DTIs do not have reversal agents, surgical teams and transfusion services should remain aware of the possibility of massive transfusion events during anticoagulation with these agents. This is the first report to measure plasma argatroban concentration in the context of CPB and extended coagulopathy.","['argatroban', 'heparin', 'heparin', 'argatroban', 'argatroban', 'argatroban', 'argatroban', 'argatroban', 'argatroban', 'argatroban']","['thrombocytopenia', 'thrombosis', 'thrombocytopenia', 'HIT', 'HIT', 'thrombosis', 'HITT', 'critically ill', 'HITT', 'intraoperative and postoperative bleeding', 'hepatic impairment', 'coagulopathy', 'coagulopathy']","['30', '101', '277', '499', '933', '1054', '1144', '1331', '1468', '1776']","['40', '108', '284', '509', '943', '1064', '1154', '1341', '1478', '1786']","['117', '139', '293', '311', '319', '328', '340', '426', '477', '789', '1274', '1526', '1836']","['133', '149', '309', '314', '322', '338', '344', '440', '481', '830', '1292', '1538', '1848']","['C031942', 'D006493', 'D006493', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942']","['D013921', 'D013927', 'D013921', 'D013921', 'D013921', 'D013927', 'D013921|D013927', 'D016638', 'D013921|D013927', 'D016063|D019106', 'D008107', 'D001778', 'D001778']","['C031942', 'C031942']","['D016063', 'D019106']"
20196116,"Antituberculosis therapy-induced acute liver failure: magnitude, profile, prognosis, and predictors of outcome.","Antituberculosis therapy (ATT)-associated acute liver failure (ATT-ALF) is the commonest drug-induced ALF in South Asia. Prospective studies on ATT-ALF are lacking. The current study prospectively evaluated the magnitude, clinical course, outcome, and prognostic factors in ATT-ALF. From January 1986 to January 2009, 1223 consecutive ALF patients were evaluated: ATT alone was the cause in 70 (5.7%) patients. Another 15 (1.2%) had ATT and simultaneous hepatitis virus infection. In 44 (62.8%) patients, ATT was prescribed empirically without definitive evidence of tuberculosis. ATT-ALF patients were younger (32.87 [+/-15.8] years), and 49 (70%) of them were women. Most had hyperacute presentation; the median icterus encephalopathy interval was 4.5 (0-30) days. The median duration of ATT before ALF was 30 (7-350) days. At presentation, advanced encephalopathy and cerebral edema were present in 51 (76%) and 29 (41.4%) patients, respectively. Gastrointestinal bleed, seizures, infection, and acute renal failure were documented in seven (10%), five (7.1%), 26 (37.1%), and seven (10%) patients, respectively. Compared with hepatitis E virus (HEV) and non-A non-E-induced ALF, ATT-ALF patients had nearly similar presentations except for older age and less elevation of liver enzymes. The mortality rate among patients with ATT-ALF was high (67.1%, n = 47), and only 23 (32.9%) patients recovered with medical treatment. In multivariate analysis, three factors independently predicted mortality: serum bilirubin (>or=10.8 mg/dL), prothrombin time (PT) prolongation (>or=26 seconds), and grade III/IV encephalopathy at presentation. CONCLUSION: ATT-ALF constituted 5.7% of ALF at our center and had a high mortality rate. Because the mortality rate is so high, determining which factors are predictors is less important. A high proportion of patients had consumed ATT empirically, which could have been prevented.","['Antituberculosis', 'Antituberculosis', 'bilirubin']","['acute liver failure', 'acute liver failure', 'ALF', 'ALF', 'ALF', 'ALF', 'ALF', 'hepatitis virus infection', 'tuberculosis', 'ALF', 'icterus', 'encephalopathy', 'ALF', 'encephalopathy', 'cerebral edema', 'Gastrointestinal bleed', 'seizures', 'infection', 'acute renal failure', 'hepatitis E', 'ALF', 'ALF', 'ALF', 'encephalopathy', 'ALF', 'ALF']","['0', '112', '1620']","['16', '128', '1629']","['33', '154', '179', '214', '260', '390', '447', '566', '679', '697', '826', '834', '913', '964', '983', '1062', '1086', '1096', '1111', '1242', '1290', '1299', '1446', '1718', '1766', '1790']","['52', '173', '182', '217', '263', '393', '450', '591', '691', '700', '833', '848', '916', '978', '997', '1084', '1094', '1105', '1130', '1253', '1293', '1302', '1449', '1732', '1769', '1793']","['D000995', 'D000995', 'D001663']","['D017114', 'D017114', 'D017114', 'D017114', 'D017114', 'D017114', 'D017114', 'D006525', 'D014376', 'D017114', 'D007565', 'D001927', 'D017114', 'D001927', 'D001929', 'D006471', 'D012640', 'D007239', 'D058186', 'D016751', 'D017114', 'D017114', 'D017114', 'D001927', 'D017114', 'D017114']",['D000995'],['D017114']
20470218,Central nervous system complications during treatment of acute lymphoblastic leukemia in a single pediatric institution.,"Central nervous system (CNS) complications during treatment of childhood acute lymphoblastic leukemia (ALL) remain a challenging clinical problem. Outcome improvement with more intensive chemotherapy has significantly increased the incidence and severity of adverse events. This study analyzed the incidence of neurological complications during ALL treatment in a single pediatric institution, focusing on clinical, radiological, and electrophysiological findings. Exclusion criteria included CNS leukemic infiltration at diagnosis, therapy-related peripheral neuropathy, late-onset encephalopathy, or long-term neurocognitive defects. During a 9-year period, we retrospectively collected 27 neurological events (11%) in as many patients, from 253 children enrolled in the ALL front-line protocol. CNS complications included posterior reversible leukoencephalopathy syndrome (n = 10), stroke (n = 5), temporal lobe epilepsy (n = 2), high-dose methotrexate toxicity (n = 2), syndrome of inappropriate antidiuretic hormone secretion (n = 1), and other unclassified events (n = 7). In conclusion, CNS complications are frequent events during ALL therapy, and require rapid detection and prompt treatment to limit permanent damage.",['methotrexate'],"['Central nervous system complications', 'acute lymphoblastic leukemia', 'Central nervous system (CNS) complications', 'acute lymphoblastic leukemia', 'ALL', 'neurological complications', 'ALL', 'leukemic infiltration', 'peripheral neuropathy', 'encephalopathy', 'neurocognitive defects', 'ALL', 'leukoencephalopathy', 'stroke', 'temporal lobe epilepsy', 'toxicity', 'inappropriate antidiuretic hormone secretion', 'ALL']",['1064'],['1076'],"['0', '57', '121', '194', '224', '432', '466', '618', '670', '704', '733', '894', '967', '1006', '1022', '1077', '1107', '1260']","['36', '85', '163', '222', '227', '458', '469', '639', '691', '718', '755', '897', '986', '1012', '1044', '1085', '1151', '1263']",['D008727'],"['D002493', 'D054198', 'D002493', 'D054198', 'D054198', 'D002493', 'D054198', 'D017254', 'D010523', 'D001927', 'D002493', 'D054198', 'D056784', 'D020521', 'D004833', 'D064420', 'D007177', 'D054198']",['D008727'],['D002493']
